index,palce,url,is_accessibility,rating,n_reviews,address,price,idx_category,description,lat,long,Coordinate,Is_accessibility,category
34,Bali SELFIE Sesandan Heritage SWING,"https://www.google.com/maps/place/Bali+SELFIE+Sesandan+Heritage+SWING/@-8.4647848,115.0483996,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd22faeaf61762f:0x4697e22290343e82!8m2!3d-8.4647901!4d115.053013!16s%2Fg%2F11gh03pm19?entry=ttu",0,4.4,25,"G3P3+36J, Jl. Sesandan, Megati, Kec. Selemadeg Tim., Kabupaten Tabanan, Bali 82162",35000,1,A destination that offers a unique experience of taking pictures on a swing against the backdrop of Bali's beautiful rice fields and nature. This place is specially designed for photography enthusiasts who want to capture spectacular moments in Bali.,-8.464604391,115.0529808,"-8.464604390631013, 115.05298081349284",FALSE,Wisata Alam
35,Taman Laut Pulau Menjangan,"https://www.google.com/maps/place/Wisata+Bali+Barat/@-8.1276114,113.8985579,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd16bd4de33edf9:0xb9ba130a5c8e6a71!8m2!3d-8.1321195!4d114.5785034!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU10Y2paSVRGRkJFQUXgAQA!16s%2Fg%2F11bw7d5c4t?entry=ttu",0,4.4,33,"Banjar Dinas Batu Ampar, Pejarakan, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155",20000,2,"The island which is known as the best wall diving in Bali has an underwater garden with good visibility and colorful as well as rich in marine life. Besides the charming underwater beauty, the potential of the mainland also offers the charm of Menjangan Island which is no less beautiful.",-8.092942727,114.5742171,"-8.092942726667, 114.57421705833205",FALSE,Pantai
36,Desa Adat Pekraman Petiga Marga Tabanan,"https://www.google.com/maps/place/Desa+Adat+Pekraman+Petiga+Marga+Tabanan/@-8.4354086,114.8887648,11z/data=!4m11!1m3!2m2!1sdesa+budaya+bali!6e1!3m6!1s0x2dd22472005d98e1:0x38a49b69c7e734a2!8m2!3d-8.4354086!4d115.1771559!15sChBkZXNhIGJ1ZGF5YSBiYWxpWhIiEGRlc2EgYnVkYXlhIGJhbGmSAQZtdXNldW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTlZia3cyY25kQlJSQULgAQA!16s%2Fg%2F11dzvmr3r6?entry=ttu",0,4.4,42,"H57G+RVJ, Desa Pekraman, Petiga, Kec. Marga, Kabupaten Tabanan, Bali 82181",15000,0,"A traditional Balinese village that still strongly maintains Balinese customs and cultural life. Here, visitors can see traditional ceremonies, traditional architecture, and the daily life of the villagers who are still strongly influenced by Balinese cultural values.",-8.418088172,115.1757826,"-8.418088171624214, 115.17578261319392",FALSE,Sejarah
37,Pura Sumur Kembar,"https://www.google.com/maps/place/Pura+Sumur+Kembar/@-8.216733,114.4458739,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1434b31d209ef:0x85b4a43196a04985!8m2!3d-8.2167383!4d114.4484488!16s%2Fg%2F1hm21sglj?entry=ttu",0,4.4,58,"Jl. Raya Denpasar - Gilimanuk, Gilimanuk, Kec. Melaya, Kabupaten Jembrana, Bali 82252",15000,0,The temple is famous for its two holy wells that are believed to have water that brings blessings. Sumur Kembar Temple is frequented by locals and tourists who seek spiritual tranquility and to follow purification rituals.,-8.216509998,114.4485346,"-8.216509997901191, 114.44853463068576",FALSE,Sejarah
38,Pantai Tembles,"https://www.google.com/maps/place/Pantai+Tembles/@-8.3959644,114.7152381,17z/data=!4m15!1m8!3m7!1s0x2dd3d7812c52bbbb:0x5673e077d392e837!2sPantai+Tembles!8m2!3d-8.3959697!4d114.717813!10e1!16s%2Fg%2F11cjhmyk99!3m5!1s0x2dd3d7812c52bbbb:0x5673e077d392e837!8m2!3d-8.3959697!4d114.717813!16s%2Fg%2F11cjhmyk99?entry=ttu",0,4.4,78,"Penyaringan, Kec. Mendoyo, Kabupaten Jembrana, Bali 82261",15000,2,A relatively hidden beach with black sand and a calm atmosphere. Tembles Beach is suitable for those who seek peace and want to enjoy the vast ocean view without the crowds.,-8.395704361,114.7177808,"-8.39570436056737, 114.71778083406575",FALSE,Pantai
39,Wisata Puncak JR Jembrana Bali,"https://www.google.com/maps/place/Wisata+Puncak+JR+Jembrana+Bali/@-8.3080765,113.9412762,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd1639df0ee229f:0xa6dfe9316341d2fc!8m2!3d-8.3011447!4d114.6617455!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11dx9982mb?entry=ttu",0,4.4,125,"Banjar Pancaseming Desa Batuagung, Kecamatan Jembrana, Batuagung, Kec. Jembrana, Kabupaten Jembrana, Bali 82218",15000,1,This place offers a bird's eye view with a beautiful panoramic view of nature. JR Peak is popular for trekking and enjoying sunrise or sunset views with a stunning backdrop of mountains and valleys.,-8.27342356,114.662254,"-8.273423560217944, 114.66225396041531",FALSE,Wisata Alam
40,Bendungan Benel,"https://www.google.com/maps/place/Bendungan+Benel/@-8.4656667,114.3373489,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd166b2f3170d0d:0x216029a7e98763ca!8m2!3d-8.2852077!4d114.6046845!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5YWnpSWVVtRm5FQUXgAQA!16s%2Fg%2F11b8_mpf94?entry=ttu",0,4.4,146,"Benel, Berangbang, Kec. Negara, Kabupaten Jembrana, Bali 82218",15000,1,"The dam serves as a source of irrigation and flood control, as well as being an attractive natural tourist destination. Visitors can enjoy views of the calm, green water and take a walk around the dam area, which is surrounded by lush nature.",-8.255748281,114.616127,"-8.255748281184342, 114.6161269614141",FALSE,Wisata Alam
41,Air Terjun Juwuk Manis,"https://www.google.com/maps/place/Air+Terjun+Juwuk+Manis/@-8.3656816,114.2195294,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd22b2bae26411b:0xced499fc9fbb8c83!8m2!3d-8.3910903!4d114.9079129!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5KTnpsMVdWVlJFQUXgAQA!16s%2Fg%2F11cr_0bv1w?entry=ttu",0,4.4,190,"Manggissari, Kec. Pekutatan, Kabupaten Jembrana, Bali 82262",15000,1,"The tourist attraction of Juwuk Manis Waterfall has a height of 4 km. But the freshness of the water is not inferior to a waterfall with a higher height. You can enjoy two adjoining waterfalls here, in addition to a small pool below which you can bathe or just play in the water.",-8.360926196,114.9144146,"-8.360926195540133, 114.91441463194315",FALSE,Wisata Alam
42,Happy Beach Tukad Mungga,"https://www.google.com/maps/place/Happy+Beach+Tukad+Mungga/@-8.1360045,115.0538227,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd19a56170ab68f:0x3c9e552dfc65bf35!8m2!3d-8.1360045!4d115.0538227!16s%2Fg%2F11dx8_tjx3?entry=ttu",0,4.4,199,"V373+HGW, Tukadmungga, Kec. Buleleng, Kabupaten Buleleng, Bali 81119",15000,2,"The beach is known for its cheerful atmosphere and calming ocean views. Happy Beach Tukad Mungga is the perfect place to relax, splash around, or enjoy a dazzling sunset.",-8.135765531,115.0538442,"-8.135765530820327, 115.05384415767145",FALSE,Pantai
43,Gerokgak Dam,"https://www.google.com/maps/place/Gerokgak+Dam/@-8.2121368,114.7782204,17z/data=!4m15!1m8!3m7!1s0x2dd17a6a40b274df:0xe114254503258c01!2sGerokgak+Dam!8m2!3d-8.2121421!4d114.7807953!10e1!16s%2Fg%2F11b75gv0h5!3m5!1s0x2dd17a6a40b274df:0xe114254503258c01!8m2!3d-8.2121421!4d114.7807953!16s%2Fg%2F11b75gv0h5?entry=ttu",0,4.4,252,"Patas, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155",15000,1,"A dam that serves as a provider of irrigation water for the surrounding area. Gerokgak Dam is also a recreational spot with calm water views and green surroundings, frequented by locals for relaxing or fishing.",-8.211929733,114.7807417,"-8.21192973291064, 114.7807416763943",FALSE,Wisata Alam
44,Air Terjun Sing Sing Angin,"https://www.google.com/maps/place/Air+Terjun+Sing+Sing+Angin/@-8.4484918,114.4747489,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd22f04b349ee1b:0x837b19a63d9e8bb8!8m2!3d-8.4484918!4d115.0515311!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJhZUV0NWRsSlJFQUXgAQA!16s%2Fg%2F11c2kc4c5n?entry=ttu",0,4.4,268,"H322+JJ2, Unnamed Road, Manikyang, Kec. Selemadeg, Kabupaten Tabanan, Bali 82162",15000,1,"The waterfall is located in a cool and serene area. Sing Sing Angin offers views of water flowing gently through rocks and green vegetation, creating a peaceful atmosphere suitable for relaxation.",-8.405700193,115.0487845,"-8.405700192753834, 115.0487845263878",FALSE,Wisata Alam
45,Pantai Nyanyi,"https://www.google.com/maps/place/Pantai+Nyanyi/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd2382115f7f5f9:0x929870a0c1008d3a!8m2!3d-8.6336624!4d115.0978348!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5EZEU4M2NWTm5FQUXgAQA!16s%2Fg%2F11bv30gntw?entry=ttu",0,4.4,483,"Beraban, Kec. Kediri, Kabupaten Tabanan, Bali",15000,2,"A beach with vast black sand and relatively calm waves, ideal for strolling by the beach or enjoying the beauty of nature. Nyanyi Beach is a quiet place away from the crowds, providing a more intimate and close-to-nature experience.",-8.595685822,115.0994894,"-8.59568582239849, 115.09948936874905",FALSE,Pantai
46,Pantai Segara,"https://www.google.com/maps/place/Pantai+Segara/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd246a337160fa7:0xd559a9f0e62efa1b!8m2!3d-8.7243214!4d115.1692808!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU14Y1hGeFlsbEJFQUXgAQA!16s%2Fg%2F11b708m0b0?entry=ttu",0,4.4,1723,"Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361",15000,2,"You can rent all the snorkeling equipment on the beach to discover Crystal Bay's coral reefs and marine life. You can also spend a pleasant day there before sunset, enjoying the beach and sea, or just relaxing under the shade of an umbrella. And if you are very lucky you might see dolphins there. ",-8.689366934,115.1612875,"-8.689366934444452, 115.16128746249895",FALSE,Pantai
47,Kedungu beach Bali,"https://www.google.com/maps/place/Kedungu+beach+Bali/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd2377ae58eba1b:0x8665f5f539b81682!8m2!3d-8.6088824!4d115.083265!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNo4AEA!16s%2Fg%2F11b6hlpmbp?entry=ttu",0,4.4,1817,"Jl. Pantai Kedungu, Desa Belalang, Belalang, Kediri, Tabanan Regency, Bali",15000,2,"A beach with waves suitable for surfing, Kedungu Beach also offers stunning sunset views. The beach is frequented by surfers and visitors who want to enjoy the relaxed and natural atmosphere of the beach.",-8.57531729,115.0939962,"-8.575317290273025, 115.09399620486018",FALSE,Pantai
48,Air Terjun Leke Leke,"https://www.google.com/maps/place/Leke+Leke+Waterfall/@-8.3665958,115.1952466,17z/data=!4m15!1m8!3m7!1s0x2dd220d6da4ff65d:0x7b898588ca3ea351!2sLeke+Leke+Waterfall!8m2!3d-8.3666011!4d115.1978215!10e1!16s%2Fg%2F11g8xgmsnk!3m5!1s0x2dd220d6da4ff65d:0x7b898588ca3ea351!8m2!3d-8.3666011!4d115.1978215!16s%2Fg%2F11g8xgmsnk?entry=ttu",0,4.4,2068,"Kerobokan, Jl. Swadaya, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191",50000,1,"A tall and narrow waterfall surrounded by plants and cliffs, accessible via a short hike.",-8.366346356,115.1978322,"-8.366346355588144, 115.19783224940863",FALSE,Wisata Alam
49,Pantai Semawang,"https://www.google.com/maps/place/Pantai+Semawang/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd241c02bf1d9c7:0x8ee3c09346d05b45!8m2!3d-8.7071293!4d115.2627048!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5oY2t0VFExcFJFQUXgAQA!16s%2Fg%2F11cm3tx5fw?entry=ttu",0,4.4,2257,"Jl. Setapak, Denpasar Selatan, Bali",15000,2,"A beach with soft white sand and calm waters, perfect for swimming or playing on the beach. Semawang Beach is part of the Sanur area which offers a quieter atmosphere compared to other beaches in Bali.",-8.677148981,115.2587911,"-8.677148980981434, 115.25879112152654",FALSE,Pantai
50,Museum Bali,"https://www.google.com/maps/place/Museum+Bali/@-8.6575741,115.2005664,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd2409a2f3cad43:0xf32d693f7bfe87da!8m2!3d-8.6575741!4d115.2185908!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEGbXVzZXVt4AEA!16s%2Fm%2F076xxfn?entry=ttu",0,4.4,2904,"Jl. Mayor Wisnu No.1, Dangin Puri, Kec. Denpasar Tim., Kota Denpasar, Bali 80232",25000,0,"Bali art & history exhibits showcasing sculptures, textiles, archeological finds & other artifacts.",-8.656874065,115.2187196,"-8.65687406457914, 115.21871959003904",FALSE,Sejarah
51,Monumen Bhuana Kertha,"https://www.google.com/maps/place/Monumen+Bhuana+Kertha/@-8.1608894,115.0933076,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd19aa1aaaaaaab:0xa3251a3b345e2079!8m2!3d-8.1608947!4d115.0958825!16s%2Fg%2F11b7rtr_cv?entry=ttu",1,4.4,216,"Jl. Ki Barak Panji, Panji, Kec. Sukasada, Kabupaten Buleleng, Bali 81161",15000,0,The monument was erected to commemorate the struggle and sacrifice of the fighters in defending Indonesia's independence. Bhuana Kertha Monument is a symbol of the courage and fighting spirit of the Balinese people and an important place to remember the history of the national struggle.,-8.160751327,115.095861,"-8.160751327427475, 115.09586104232856",TRUE,Sejarah
52,Pantai Medewi,"https://www.google.com/maps/place/Pantai+Medewi/@-8.419805,114.7949099,15z/data=!3m1!4b1!4m6!3m5!1s0x2dd3d6a1371926d5:0xe11f43878799c44e!8m2!3d-8.4198265!4d114.8052097!16s%2Fg%2F11cjhy27vx?entry=ttu",0,4.5,2,"HRJ4+338, Pantai Jl. Pantai Medewi, Medewi, Kec. Pekutatan, Kabupaten Jembrana, Bali",15000,2,"This beach is famous for its long and consistent waves, making it one of the favorite destinations for surfers. Medewi Beach offers beautiful scenery with a long coastline and a tranquil atmosphere, perfect for a relaxing time or a stroll by the beach.",-8.418786255,114.805038,"-8.418786255248094, 114.80503803862848",FALSE,Pantai
53,Pantai Ciwa,"https://www.google.com/maps/place/Pantai+Ciwa/@-8.438572,114.84591,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd3d30fee57acbd:0xb2f8b6dc49b14c5f!8m2!3d-8.4385773!4d114.8484849!16s%2Fg%2F11r9h0yl2l?entry=ttu",0,4.5,4,"HR6X+H99, Jl. Ciwa, Pekutatan, Kec. Pekutatan, Kabupaten Jembrana, Bali 82262",15000,2,A quiet beach with wide ocean views and distinctive black sand. Ciwa Beach is suitable for visitors who seek tranquility and want to enjoy the beauty of nature without many crowds. Its relatively hidden location makes this beach an ideal place for relaxation.,-8.438317289,114.848442,"-8.438317289183827, 114.8484419846571",FALSE,Pantai
54,Monumen Panca Bhakti,"https://www.google.com/maps/place/Monumen+Panca+Bhakti/@-8.465803,115.1609025,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd224ec969b046f:0x55a28e71083822de!8m2!3d-8.4658083!4d115.1634774!16s%2Fg%2F11dxmldmbf?entry=ttu",0,4.5,11,"G5M7+M9H Komplek Taman Pujaan Bangsa Margarana, Marga Dauh Puri, Kec. Marga, Kabupaten Tabanan, Bali 82181",15000,0,"The monument was built to honor five figures who fought for Indonesian independence. Panca Bhakti Monument has magnificent architecture with Balinese ornaments, and is often visited to commemorate the fighting spirit and sacrifice of the heroes.",-8.465537696,115.1635418,"-8.465537695605356, 115.16354177301432",FALSE,Sejarah
55,Mesusun waterfall,"https://www.google.com/maps/place/Mesusun+waterfall/@-8.2036164,115.0049361,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd185b6a6d8210b:0x6bf8c71ff05a0eda!8m2!3d-8.2036217!4d115.007511!16s%2Fg%2F11tcygsmh3?entry=ttu",0,4.5,24,"Jln, Cempaga, Kec. Buleleng, Kabupaten Buleleng, Bali 81152",15000,1,A waterfall that offers natural scenery with water cascading through large boulders in the middle of a tropical forest. Mesusun Waterfall is an ideal destination for hiking and enjoying the serene beauty of nature.,-8.203350914,115.0075325,"-8.203350914133718, 115.00753245767145",FALSE,Wisata Alam
56,Pantai Pekutatan,"https://www.google.com/maps/place/Pantai+Pekutatan/@-8.4356837,114.834068,17z/data=!4m15!1m8!3m7!1s0x2dd3d38a52610a9b:0xb2fa09a3345a4805!2sPantai+Pekutatan!8m2!3d-8.435689!4d114.8366429!10e1!16s%2Fg%2F11g8_2z9v3!3m5!1s0x2dd3d38a52610a9b:0xb2fa09a3345a4805!8m2!3d-8.435689!4d114.8366429!16s%2Fg%2F11g8_2z9v3?entry=ttu",0,4.5,41,"82262, Pekutatan, Kec. Pekutatan, Kabupaten Jembrana, Bali",15000,2,"A long beach with black sand and big waves, perfect for surfing and other beach activities. Pekutatan Beach offers a calm and natural atmosphere, making it the perfect place to enjoy the tranquility and beauty of the sea.",-8.435444913,114.8366429,"-8.435444912774408, 114.83664292057293",FALSE,Pantai
57,Pantai Pulukan,"https://www.google.com/maps/place/Pulukan+Beach/@-8.4239836,114.8093461,17z/data=!4m15!1m8!3m7!1s0x2dd3d41d26bb7b27:0x6db36ada93a72e05!2sPulukan+Beach!8m2!3d-8.4239889!4d114.811921!10e1!16s%2Fg%2F11d_pv__v_!3m5!1s0x2dd3d41d26bb7b27:0x6db36ada93a72e05!8m2!3d-8.4239889!4d114.811921!16s%2Fg%2F11d_pv__v_?entry=ttu",0,4.5,53,"Pulukan, Kec. Pekutatan, Kabupaten Jembrana, Bali",15000,2,The beach has a wide coastline with fine black sand and ideal waves for surfing. Pulukan Beach is also known for its calm atmosphere and is often used as a place to relax and enjoy the ocean view.,-8.423755419,114.811921,"-8.42375541863785, 114.8119210205729",FALSE,Pantai
58,Monumen Batas Klungkung dan Gianyar,"https://www.google.com/maps/place/Monumen+Batas+Klungkung+dan+Gianyar/@-8.5434445,115.3611623,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2179a5e7ce891:0xeb33a97a43614732!8m2!3d-8.5434498!4d115.3637372!16s%2Fg%2F11nfl931fq?entry=ttu",0,4.5,57,"F947+JFH, Jalan Raya, Tusan, Banjarangkan, Klungkung Regency, Bali 80515",15000,0,"The monument marks the administrative boundary between two regencies in Bali, Klungkung and Gianyar. The monument is often decorated with Balinese ornaments and symbolizes the cooperation between the two regions.",-8.543242909,115.3637479,"-8.543242909171388, 115.3637479288357",FALSE,Sejarah
59,Candi Budha Kalibukbuk,"https://www.google.com/maps/place/Candi+Budha+Kalibukbuk/@-8.1636781,115.0290599,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd19b3b842053d5:0xcbf624a13398b704!8m2!3d-8.1636834!4d115.0316348!16s%2Fg%2F11cmrzdbpv?entry=ttu",0,4.5,64,"Jl. Gede Taman Jl. Desa Kalibukbuk-Anturan, Anturan, Kec. Buleleng, Kabupaten Buleleng, Bali 81119",15000,0,"A temple dedicated to Buddhism, Kalibukbuk Buddhist Temple is a serene and spiritual place. The temple is often visited by those who seek peace and want to enjoy a peaceful atmosphere amidst beautiful surroundings.",-8.163455067,115.0316563,"-8.163455067472706, 115.03165625767144",FALSE,Sejarah
60,Pantai Bonian,"https://www.google.com/maps/place/Pantai+Bonian/@-8.5155849,114.9796054,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23211ed74a6fd:0xa6cb27e6d1b0edd4!8m2!3d-8.5155902!4d114.9821803!16s%2Fg%2F11gcplmg_g?entry=ttu",0,4.5,97,"Bonian 82162, Antap, Kec. Selemadeg, Kabupaten Tabanan, Bali",15000,2,"The beach offers black sand and calm waves, ideal for swimming or simply relaxing. Bonian Beach is a great place to enjoy the beauty of a quiet beach away from the crowds of tourists.",-8.515266578,114.9821803,"-8.515266577875986, 114.98218029999998",FALSE,Pantai
61,Pantai Cucukan BALI TS,"https://www.google.com/maps/place/Pantai+Cucukan+BALI+TS/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd214436f917399:0xe7c4142b086532d6!8m2!3d-8.5883123!4d115.3497462!15sCg5wYW50YWkgZGkgYmFsaZIBBWJlYWNo4AEA!16s%2Fg%2F11c0xnj1sd?entry=ttu",0,4.5,113,"Pantai Cucukan Road,, Medahan, Kec. Blahbatuh, Kabupaten Gianyar, Bali",15000,2,"A beach with soft white sand and wide ocean views. Pantai Cucukan is an ideal place for water activities such as swimming or snorkeling, as well as enjoying the calm and natural atmosphere of the beach.",-8.554947666,115.3453085,"-8.554947666185559, 115.34530845277638",FALSE,Pantai
62,Pantai Soan Galuh,"https://www.google.com/maps/place/Pantai+Soan+Galuh/@-8.5095769,114.9723252,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd233b919ecacd3:0x935885d936765653!8m2!3d-8.5095822!4d114.9749001!16s%2Fg%2F11kxqj24p7?entry=ttu",0,4.5,123,"FXRF+5X6, Antap, Kec. Selemadeg, Kabupaten Tabanan, Bali",15000,2,A quiet beach with black sand and beautiful natural scenery. Soan Galuh Beach offers a quiet atmosphere and is suitable for strolling or relaxing by the sea.,-8.509322237,114.9749001,"-8.509322237186273, 114.9749001",FALSE,Pantai
63,Pantai Selabih,"https://www.google.com/maps/place/Pantai+Selabih/@-8.4676934,114.9149001,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd22cd808e0714b:0xccb3ee19dfca464c!8m2!3d-8.4676987!4d114.917475!16s%2Fg%2F11cn3pf5tg?entry=ttu",0,4.5,149,"Selabih, Kec. Selemadeg Bar., Kabupaten Tabanan, Bali",15000,2,"A beach with big waves, it is frequented by surfers looking for a challenge. Selabih Beach also offers spectacular sunset views and a peaceful atmosphere to enjoy time by the beach.",-8.467428097,114.917475,"-8.467428096934366, 114.917475",FALSE,Pantai
64,Perancak Sunset Point,"https://www.google.com/maps/place/Perancak+Sunset+Point/@-7.9746716,113.2286885,8z/data=!4m6!3m5!1s0x2dd3df25db2d49b3:0x5cfff168b934948!8m2!3d-8.4026025!4d114.6054127!16s%2Fg%2F11c1xh8d72?entry=ttu",0,4.5,235,"Unnamed Road,, Perancak, Kec. Jembrana, Kabupaten Jembrana, Bali",15000,4,This place is famous for its beautiful sunset views. Perancak Sunset Point offers a wide view towards the sea and is a popular spot for tourists who want to enjoy the beauty of the sunset in Bali.,-8.265609083,114.6294453,"-8.265609082501907, 114.62944529166403",FALSE,Taman
65,Pantai Samuh,"https://www.google.com/maps/place/Pantai+Samuh/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd243213c648795:0x6c4c8c1ba601a2b1!8m2!3d-8.7871671!4d115.2284909!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJOY1dSbVVGbEJFQUXgAQA!16s%2Fg%2F11ckwbjgd5?entry=ttu",0,4.5,263,"Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",15000,2,"A clean and quiet beach with clear sea water, ideal for swimming or snorkeling. Samuh Beach is part of the Nusa Dua area which is famous for its luxury resorts and beautiful beach views.",-8.750450718,115.2244588,"-8.750450718295363, 115.22445884722104",FALSE,Pantai
66,Bendungan Titab - Ularan,"https://www.google.com/maps/place/Bendungan+Titab+-+Ularan/@-8.2443735,114.9404082,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd18249d45f8d55:0xfa46c244cea95937!8m2!3d-8.2443788!4d114.9429831!16s%2Fg%2F11cnd4cjfr?entry=ttu",0,4.5,283,"Ularan, Ringdikit, Kec. Seririt, Kabupaten Buleleng, Bali 81153",15000,1,A large dam that serves as a source of irrigation and water supply for the surrounding area. Titab - Ularan Dam is also a tourist attraction that offers serene water views and a beautiful green environment.,-8.244097424,114.9429831,"-8.244097424005826, 114.94298309999999",FALSE,Wisata Alam
67,Patung Sri Rama,"https://www.google.com/maps/place/Patung+Sri+Rama/@-8.6052928,115.1833337,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2392c5ffb47b7:0x4bf051353175f383!8m2!3d-8.6052981!4d115.1859086!16s%2Fg%2F11bz_1w1fk?entry=ttu",0,4.5,378,"Jl. Raya Sempidi No.5, Sempidi, Kec. Mengwi, Kabupaten Badung, Bali 80116",15000,4,"The statue depicts Sri Rama, the main character in the epic Ramayana. These statues are often placed in strategic areas and decorated with artistic details that reflect Balinese art and culture.",-8.605048811,115.185973,"-8.605048810589919, 115.18597297301433",FALSE,Taman
68,Wisata Gelar River,"https://www.google.com/maps/place/Wisata+Gelar+River/@-8.3080765,113.9412762,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd16399fb66cb9f:0xe0185d2cc1f5cca6!8m2!3d-8.2993803!4d114.6553135!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJhT0hSUFdtRjNFQUXgAQA!16s%2Fg%2F11bzyvytsw?entry=ttu",0,4.5,447,"Batuagung, Kec. Jembrana, Kabupaten Jembrana, Bali 82218",15000,1,River tours that offer beautiful natural scenery and water activities such as rafting or tubing. Gelar River is a popular destination for nature and adventure lovers who want to enjoy a river experience amidst Bali's pristine nature.,-8.270705554,114.6595074,"-8.270705553529421, 114.65950737847086",FALSE,Wisata Alam
